topic_id,name,description,n_emails,representative_emails
T1946,EWS Operations and Customer Relations,"Internal communications regarding Enron Wholesale Services operations, including trading floor procedures, quarterly reporting, administrative support, and customer relationship management.",22,"[""55adec9f04f88778"", ""51ac1414ba761be5"", ""a7c7ea0b4c71b1d8"", ""c19e94d2a9f5ff18"", ""1ac3916e8af29d6f""]"
T1947,Weather Trading Operations,"Internal communications about Enron's weather trading business including personnel, financial performance, and operational planning.",53,"[""80810df1ebfd39e0"", ""abf969019438f44b"", ""2e1e50222d55057a"", ""310369a58785c4bf"", ""b1d50947c8e5ceaa""]"
T1948,Weather Information Sharing,"Sharing weather forecasts, updates, and links to meteorological resources across Enron's trading and research groups.",38,"[""f8b820feedb8dc94"", ""22a53ace2d15c434"", ""1ce5a83f0e316138"", ""3793b4f7103548ea"", ""be25c25899726a58""]"
T1949,Farewell Messages to Jeff,"Collection of farewell messages and well-wishes sent to Jeff during his departure from Enron, with references to a difficult situation he handled in California.",13,"[""c2af3cbf73d425db"", ""2c48016bbbd0f310"", ""d053b17f860cf0da"", ""563377dbf689967f"", ""0f85877ea2c81eb4""]"
T1950,Out-of-Office Notifications,Emails informing recipients that the sender will be out of the office during a specified period.,39,"[""664284d210908959"", ""c59df401e837dbce"", ""1ed7173a72a3f736"", ""e6ddec49c3c95780"", ""d08912e77b1fec03""]"
T1951,Indian Guides Campout,"Coordinating a family campout event, including scheduling dates, collecting RSVPs, and planning meals.",19,"[""d6471e505484226a"", ""a4b25e3098b26402"", ""84b3f59e6d2577ce"", ""133ac6af689dfba1"", ""e827145b742212e5""]"
T1952,Meeting Scheduling,"Coordinating meeting times, locations, and confirmations with external parties for in-person appointments.",14,"[""49e1378131a7a4ff"", ""8199ab20add630a1"", ""b5836206e19a4819"", ""927688f262a41cef"", ""a37253ac12198a5c""]"
T1953,California Call Scheduling,Discussions about rescheduling and reducing the frequency of a regularly scheduled California conference call from twice-weekly to once-weekly.,18,"[""ab5c971d5e728677"", ""fb1e6674088a6e2f"", ""7a1f6e23061609f4"", ""188a9ee8c7fb0d9e"", ""e075dea77f999012""]"
T1954,Bachelor Party Planning,"Discussions about planning and coordinating a bachelor party, including confirming guest attendance and logistics.",21,"[""95d4a15c96791398"", ""1c0c4991835bb0e8"", ""ef3ed03f6cbb20ca"", ""99641c4c52a12322"", ""33c4ab2fb73e19b2""]"
T1955,Bachelor Party Planning,"Coordinating logistics for Jason's bachelor party including cruise reservations, meeting times, and cost reimbursement among attendees.",30,"[""b349407e4648becc"", ""10ae38b677ed3bd5"", ""ab469a7c16d0796d"", ""dc8ba1ae3fc2000d"", ""c5d035dcb08e5f63""]"
T1956,CEO Leadership Messages,Congratulatory and farewell messages to Jeff Skilling regarding his role as CEO of Enron.,45,"[""ea434133dd38b6f8"", ""f84b9601259a3735"", ""4248be992b7bad44"", ""c8668edd58655de9"", ""be581aa0b756cc57""]"
T1957,Meeting Coordination,"Internal communications about scheduling meetings, coordinating schedules with colleagues, and facilitating professional connections.",56,"[""2c71afb2d06d944c"", ""44dd71720b66f72a"", ""a5149978b5e149d8"", ""a940dd081af1c73f"", ""f83323a4ee56bd06""]"
T1958,GE Form Agreements,"Legal correspondence regarding the review, drafting, and finalization of GE form agreements between Enron and external counsel.",90,"[""dc62f403e3160445"", ""661176ce89dc8431"", ""8cefb037c18bd472"", ""7fedd09bf50ee054"", ""43355e38304d33ad""]"
T1959,South America Gas Turbine Transaction,"Legal coordination and drafting of contracts, exhibits, and regulatory filings for Enron's South America gas turbine purchase agreement.",53,"[""4c7aa64d49e6aae0"", ""e7c136b7a21ef748"", ""7d4536240ad28149"", ""df792ff8b8e3c28f"", ""90ce3dc83a7ac691""]"
T1960,Edison Meeting Coordination,"Coordinating conference calls and meetings among multiple parties to discuss Edison contract negotiations, prehearing conferences, and related business matters.",11,"[""8604a9a393c7ef05"", ""077eeb70ae4391a5"", ""a9249abf2d858516"", ""05dcd13dc05fc5c0"", ""f43566a659d0b6bc""]"
T1961,Market Area IT Availability,Regular notifications from Williams to Transco customers about available interruptible transportation service (IT and secondary FT) on the pipeline for specific dates.,26,"[""12fa4cb134e6617e"", ""4ed8d49c5465f044"", ""1677c8b75628d270"", ""17045ac163cb8304"", ""6a669dd374d2c43f""]"
T1962,Contact List Updates,Internal communications requesting updates to employee contact information and distribution lists.,36,"[""15d83f64760a2f41"", ""3440b71294677750"", ""993610232cb68ca1"", ""8006946ee91f580f"", ""ac407ea994ca953a""]"
T1963,Schedule Announcements,"Internal communications regarding work schedule updates, changes, and requests for specific dates or shift modifications.",30,"[""84ddf2d5e471033b"", ""f231c4196b8a8d7d"", ""d54e7e9d07dd28d6"", ""69492d7f8b8e6c1b"", ""9677780f363370bc""]"
T1964,Campus Recruiting,"Coordinating college recruiting efforts including interview scheduling, campus visit logistics, and participant management across multiple universities.",19,"[""123106576fa27a76"", ""28c80a45ba26f01a"", ""9729f1eb7c7d2330"", ""6d2297e856ca8248"", ""30450bce738e45b8""]"
T1965,Barclays ISDA Amendment,"This topic covers negotiations and execution of an ISDA amendment agreement between Enron and Barclays Bank, specifically regarding the addition of online trading clauses and FX/currency option provisions.",12,"[""62ad64023847dabf"", ""e4c27b9f78929c7f"", ""e627590457495c4b"", ""82255e39c7c6cd74"", ""c4b3a2beb3f798dd""]"
T1966,NFL Sportsline Promotions,"The emails are promotional newsletters from SportsLine featuring NFL memorabilia discounts, fantasy football updates, and related contests.",36,"[""f5d6628204a66e0d"", ""a82a8a692a711c3b"", ""b9aa4fcdee95a98f"", ""934c3dee77b9e2fd"", ""1e7f9259e4b03634""]"
T1967,Fantasy Football Newsletters,"Automated newsletters from CBS SportsLine delivering fantasy football league management guidance, including commissioner instructions for playoff setup and consolation matchups.",42,"[""e047b487c8684ef9"", ""7d94efaa8e3f0a21"", ""376178ee1ebd97e8"", ""29433105382b2327"", ""9c16623205bbc197""]"
T1968,Staff Meeting Calls,"Invitations, reminders, and call-in details for weekly staff meetings and conference calls.",30,"[""cf068ff31855b84d"", ""9a0c01e4fd6d0c37"", ""13798be66ec07836"", ""f1d8f624322abc7c"", ""b4f1c1e1bb5c1387""]"
T1969,Weekly Meeting Scheduling,"Coordinating the scheduling, logistics, and attendance for a recurring weekly staff conference call among Enron executives.",19,"[""ac7b5781c3a548e8"", ""b31e02999cddaa6d"", ""33db5956ced06504"", ""0187cae3b2ad4e1c"", ""b4e6dfad1083fa0d""]"
T1970,CFTC/SEC Rulemaking,"The emails contain Sullivan & Cromwell memoranda discussing proposed and final regulatory frameworks from the CFTC and SEC for trading facilities, clearing organizations, and pooling rules.",23,"[""0dcf5adc890a1784"", ""d9c9d7a048728176"", ""560b5e47312c4add"", ""eccbc1b2bb4a48e0"", ""554e4b191b7e7425""]"
T1971,Recruiting Workshop Scheduling,Internal communications regarding mandatory workshops and scheduling for the fall on-campus recruiting effort.,11,"[""58f8a55200e7c98d"", ""81d59796f4037cf8"", ""d243a57c1b7bdcda"", ""94f601b8f872b70d"", ""dc72973946c6a715""]"
T1972,Project Canary Due Diligence,Legal and employment due diligence communications regarding the Celgar Pulp Company acquisition under Project Canary.,21,"[""72f9c3f292e3813b"", ""75a72e74f4dcc022"", ""606a6805986ac771"", ""b55e1ae750d83200"", ""fec5f8be591260ba""]"
T1973,ECS Contract Review,Internal discussions about scheduling and conducting ECS contract restructuring meetings with Accenture consultant David Foti.,10,"[""b24a82668a8360f4"", ""e510db43a8391187"", ""8a47eb0f51281854"", ""b48605f49328e0e4"", ""24effc43f4f9f45a""]"
T1974,Updated Contact Information,Distribution of new phone numbers and account numbers across the organization.,12,"[""6905b8cb8952cc00"", ""1946fedabc53edf8"", ""3031a970e2caa532"", ""ee91ef99aa04e37a"", ""dc402fed3c2ff04c""]"
T1975,Junior Achievement Job Shadowing,Coordinating Enron's participation in the Junior Achievement job shadowing program for high school students.,13,"[""6b0573eb23dba196"", ""07a53393b8f680e8"", ""2dee1821b9c3f8f8"", ""be99fdd5b4ffaeb3"", ""9317e18e111062d8""]"
T1976,Brown Bag Sessions,"Organizing and scheduling internal employee training sessions on topics such as risk management, options, and operational procedures.",10,"[""9d67be9ee8c8d324"", ""95297c6e4ffb3d8f"", ""a64d99696341f9e3"", ""9635926693cd6b50"", ""c986ad7046b99ead""]"
T1977,Risk Management Training,"This topic covers scheduling and conducting risk management training sessions, including onboarding new team members and organizing classes on risk analysis fundamentals.",11,"[""c42ac7bb5ff5279d"", ""edcd2775586842e6"", ""aedac6ae1f91a0c9"", ""fb41a6b86f4a3fcb"", ""859d8f90aa60858b""]"
T1978,Commodity Futures Legislation,"Discussions regarding the Commodity Futures Modernization Act of 2000, CFTC regulatory compliance, and agricultural trade options.",24,"[""e5c78b2d59b81cf6"", ""363f0bae50e459f1"", ""66f83015991b74e7"", ""e24097ff65205921"", ""e8f49073ad868046""]"
T1979,CFTC Commodity Regulation,"Discussions regarding CFTC regulatory authority over energy and physical commodities, including legislative efforts to resolve SEC-CFTC jurisdictional issues.",49,"[""eacde28844d649a1"", ""4ea3824f433451ca"", ""1f28f845356e3039"", ""6b4c9275e165f392"", ""b361ab6e85bf0988""]"
T1980,Regulatory Compliance Filings,"This topic covers communications regarding regulatory filings, credit policies, and compliance matters with FERC and state utility commissions including APS, SPP, and transmission equality issues.",27,"[""1ff22086b54bd8c8"", ""4dcaa8af7540f4d1"", ""c807a568331ba777"", ""afdf817f44cdcd5a"", ""60ba40ef4257ec99""]"
T1981,Core/Noncore Analysis,Coordination of meetings and document preparation for analysis of core and noncore market structures in California.,18,"[""02115e388f2e7ec8"", ""46880756f549f5ac"", ""6336e73fc4d37b91"", ""75f8a49e138b74a3"", ""8b3b0d5a7cd75cae""]"
T1982,Edison Meeting Coordination,Emails discussing the scheduling and coordination of meetings between Enron and Edison (including DWR and SCE) executives.,14,"[""0b83cf39de03b1cf"", ""59c2b2aa1739055e"", ""9ed27c35b3f1dfcc"", ""054c94b5b29a3c7b"", ""921f39af66f1f678""]"
T1983,ISDA Master Agreement,"Negotiation and execution of ISDA Master Agreement documentation with Bellingham Cold Storage, including credit terms and collateral threshold discussions.",14,"[""088f66abf6c01bd2"", ""acf8cb9bcdb43ddd"", ""76d58e8c85aeeb02"", ""87b793b4b547dff5"", ""41e1ec091b1f8e51""]"
T1984,Reliant Contract Negotiations,"Contract negotiations between Enron and Reliant Energy for the Midwest Energy Hub involving redlines, execution copies, and credit group modifications.",16,"[""1f4f3ae358b6ee07"", ""7f4b3e58a5e03a25"", ""427759d9268fffdf"", ""ff44881f166ac0d5"", ""e6660003549aa4a8""]"
T1985,Buildscape Strategic Opportunity,Enron executives exploring a strategic business partnership with Buildscape involving Dow Chemical for potential energy outsourcing and technology collaboration in the paper/lumber industries.,14,"[""1b7b1d9d766f8454"", ""1a4eb546d5d45c3d"", ""9f40f54035861c1c"", ""9bb3262edff690ef"", ""d2b2de756333ccc0""]"
T1986,Transwestern FERC Filings,"Internal communications regarding the preparation, review, and submission of monthly California reports to the Federal Energy Regulatory Commission.",25,"[""79ff22edd9229d1a"", ""e2300785a97dd33d"", ""ba2f892ca9e71e3c"", ""0658db058a45759d"", ""4d7560bb185357bf""]"
T1987,Market Opportunity Inquiries,Emails forwarding business inquiries and investment opportunities to Vince Kaminski for review and referral to appropriate experts.,27,"[""bebef011e3c6d531"", ""7f22d64b9f2c459b"", ""55ac4ef3753b4c97"", ""d4b72cf7998a04fa"", ""d463c5edfcfd4741""]"
T1988,EOL Softs Trading Launch,"Internal coordination for establishing soft commodities trading on Enron Online, including business approval, legal signoff, tax structuring, and due diligence across multiple offices.",21,"[""aa0221b6052ebc51"", ""20b53de242ec95d1"", ""8004eadf293c8a58"", ""b8cfe902acecd1a9"", ""f9b9cbb1526a4dd9""]"
T1989,ABB Contract Management,"Communications regarding Enron's business dealings with ABB, including contract negotiations, document sharing, and approval processes for various agreements.",129,"[""a5713b84acf69eee"", ""286aab733097f400"", ""218e5b0c353e68e3"", ""efe4e3f738daa08f"", ""68f37bd56bf661ea""]"
T1990,Override Letter Coordination,Internal discussions and drafting of override letters to preserve lender requirements and accounting treatment for financing contracts including GE and WestLB agreements.,23,"[""c0e0ea8ac8b7cf7b"", ""9c2ce5b8c19ed5cb"", ""dd89567ce09fa8a2"", ""4ef08a03773f8f2c"", ""dc9920474b6152aa""]"
T1991,California Gas Storage,"Emails discussing Western Hub Properties' merchant natural gas storage projects in California, including Lodi project updates, regulatory hurdles, and business development.",12,"[""1b310a6b78701650"", ""864bd71acbec95ca"", ""23fdad6baa14fa66"", ""6b841da0f708a157"", ""a06f72bffd5dc5e0""]"
T1992,Schedule Coordination,Internal communications between Vince Kaminski and Steve Stock coordinating meeting times and availability.,23,"[""0447b640e6c84a70"", ""3291ac0632beb5d5"", ""9c8089b07ad92e6a"", ""cea7165a4dd27b8c"", ""81fae23433f2e046""]"
T1993,MarketPoint Business Discussions,Emails coordinating meetings between Enron and MarketPoint representatives to discuss MarketPoint's business plan and potential partnership opportunities.,33,"[""a42b617f8f970a35"", ""0007813b2ece9dc8"", ""102ac5a9d2cb42e1"", ""ade445f5ac71419d"", ""379e18040fe25527""]"
T1994,High Tech Strategy,Emails discussing the coordination and preparation of high-tech industry presentation slides for targeting technology sector executives like Oracle and Sun CEOs.,20,"[""2861c5baa0c1ccc9"", ""a039f24fa511bd41"", ""09d28e5ad1f268f2"", ""1bdc622ba6add610"", ""3b67f579d87739c2""]"
T1995,Conference Call Coordination,Administrative scheduling and coordination of Global Government Affairs conference calls and direct report meetings.,39,"[""9b9ed538055e3e62"", ""61c968776906860c"", ""964b4e047b16457e"", ""34654dc00d44fe6a"", ""28d3963edce5a86d""]"
T1996,Berkeley Campus Recruiting,Coordinating campus recruiting presentations and processing student resumes at UC Berkeley.,24,"[""f8572c9fdeb27bde"", ""f5cc3f030ab06508"", ""c9af338f66a47fd7"", ""c13ec08aaf6d69ba"", ""38dd3825a375e7fe""]"
T1997,EIP Incentive Plan,"Internal communications regarding the Enron Investment Partners incentive plan's structure, termination options, and legal review.",12,"[""16737c6048a23c23"", ""020692693ecbaed7"", ""1ec9925c98004acb"", ""e7094807ae307ba7"", ""501af7fc4eaeb34d""]"
T1998,Administrative Coordination,"Internal professional communications involving administrative requests, document handling, contact information exchange, and scheduling coordination between Enron employees.",73,"[""99b744270075cd05"", ""1c509aca4dcf614d"", ""1de7ee13e51878df"", ""e4b5b9dd67144bbb"", ""ec3714433770256e""]"
T1999,California Energy Deals,"Internal communications requesting and sharing information about California energy market deals, price caps, and regulatory matters.",13,"[""f8ee0729e805ec14"", ""3c9d1f881ba328a1"", ""3a29fc41f7df1577"", ""422a54f171705bc7"", ""61086a257b1c93f2""]"
T2000,Enron Wind Leadership Changes,"This topic covers announcements regarding leadership transitions, organizational restructuring, and personnel updates within the Enron Wind division.",12,"[""d9e789bcff86934d"", ""8b8d5222c6877561"", ""5dc7605cb38f4888"", ""a047f20cd7a4d58e"", ""6e2ddf0de9361ba0""]"
